Observatory;Data_year;agglomeration;Zone_calcul;Zone_complementaire;Type_habitat;epoque_construction_local;epoque_construction_homogene;anciennete_locataire_local;anciennete_locataire_homogene;nombre_pieces_local;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3300;2021;L3300;L3300.1.01;;;;1. Avant 1946;;;;;9,7;11,3;13,5;16,7;20,0;12,7;414;480;600;800;1166;699;55;2491;12948;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;1. Avant 1946;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;1. Avant 1946;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;1. Avant 1946;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;1. Avant 1946;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;1. Avant 1946;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;1. Avant 1946;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;1. Avant 1946;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;1. Avant 1946;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;2. Entre 1946-1970;;;;;9,1;10,5;13,0;15,1;18,0;12,1;427;500;617;747;1050;686;57;143;3035;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;2. Entre 1946-1970;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;2. Entre 1946-1970;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;2. Entre 1946-1970;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;2. Entre 1946-1970;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;2. Entre 1946-1970;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;2. Entre 1946-1970;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;2. Entre 1946-1970;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;3. Entre 1971-1990;;;;;10,1;12,2;14,7;18,0;21,9;13,7;397;430;520;634;800;566;41;450;4083;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;3. Entre 1971-1990;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;3. Entre 1971-1990;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;3. Entre 1971-1990;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;3. Entre 1971-1990;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;3. Entre 1971-1990;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;3. Entre 1971-1990;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;3. Entre 1971-1990;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;3. Entre 1971-1990;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;4. Entre 1991-2005;;;;;10,9;12,2;14,2;16,9;20,8;13,3;405;480;593;800;1020;680;51;514;3207;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;4. Entre 1991-2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;4. Entre 1991-2005;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;4. Entre 1991-2005;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;4. Entre 1991-2005;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;4. Entre 1991-2005;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;4. Entre 1991-2005;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;4. Entre 1991-2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;4. Entre 1991-2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;5. Après 2005;;;;;10,6;11,4;12,3;14,3;17,1;12,7;473;543;632;813;989;699;55;300;1309;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;5. Après 2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;5. Après 2005;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;5. Après 2005;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;5. Après 2005;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;5. Après 2005;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;5. Après 2005;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;5. Après 2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;5. Après 2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;1. Avant 1946;;;;;;9,7;11,3;13,5;16,7;20,0;12,7;414;480;600;800;1166;699;55;2491;12948;Estimation directe
B3300;2021;L3300;L3300.1.01;;;1. Avant 1946;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;1. Avant 1946;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;1. Avant 1946;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;1. Avant 1946;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;1. Avant 1946;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;1. Avant 1946;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;1. Avant 1946;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;1. Avant 1946;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;2. Entre 1946-1970;;;;;;9,1;10,5;13,0;15,1;18,0;12,1;427;500;617;747;1050;686;57;143;3035;Estimation directe
B3300;2021;L3300;L3300.1.01;;;2. Entre 1946-1970;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;2. Entre 1946-1970;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;2. Entre 1946-1970;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;2. Entre 1946-1970;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;2. Entre 1946-1970;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;2. Entre 1946-1970;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;2. Entre 1946-1970;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;3. Entre 1971-1990;;;;;;10,1;12,2;14,7;18,0;21,9;13,7;397;430;520;634;800;566;41;450;4083;Estimation directe
B3300;2021;L3300;L3300.1.01;;;3. Entre 1971-1990;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;3. Entre 1971-1990;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;3. Entre 1971-1990;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;3. Entre 1971-1990;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;3. Entre 1971-1990;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;3. Entre 1971-1990;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;3. Entre 1971-1990;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;3. Entre 1971-1990;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;4. Entre 1991-2005;;;;;;10,9;12,2;14,2;16,9;20,8;13,3;405;480;593;800;1020;680;51;514;3207;Estimation directe
B3300;2021;L3300;L3300.1.01;;;4. Entre 1991-2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;4. Entre 1991-2005;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;4. Entre 1991-2005;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;4. Entre 1991-2005;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;4. Entre 1991-2005;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;4. Entre 1991-2005;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;4. Entre 1991-2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;4. Entre 1991-2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;5. Après 2005;;;;;;10,6;11,4;12,3;14,3;17,1;12,7;473;543;632;813;989;699;55;300;1309;Estimation directe
B3300;2021;L3300;L3300.1.01;;;5. Après 2005;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;5. Après 2005;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;5. Après 2005;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;5. Après 2005;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;5. Après 2005;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;5. Après 2005;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;5. Après 2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;5. Après 2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Maison;;;;1. Moins de 1 an;;Maison 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Maison;;;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;;;2. 1 an et plus;;Maison 1-3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Maison;;;;2. 1 an et plus;;Maison 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Maison;;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;;1. Moins de 1 an;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;;2. 1 an et plus;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;;2. 1 an et plus;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;1. Avant 1946;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;1. Avant 1946;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Maison;;1. Avant 1946;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Maison;;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Maison;;2. Entre 1946-1970;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Maison;;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;3. Entre 1971-1990;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Maison;;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;4. Entre 1991-2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Maison;;4. Entre 1991-2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Maison;;5. Après 2005;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;;5. Après 2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Maison;;5. Après 2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Maison;1. Avant 1946;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Maison;5. Après 2005;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;;;;;10,0;11,6;13,9;16,8;20,3;13,0;410;474;577;746;1000;653;50;3754;23362;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;;1. Moins de 1 an;;;10,6;12,5;14,6;17,7;21,1;13,8;420;473;579;771;1030;662;48;1136;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;;1. Moins de 1 an;;Appart 1P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;;;1. Moins de 1 an;;Appart 2P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;;;1. Moins de 1 an;;Appart 3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;;;1. Moins de 1 an;;Appart 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;;;2. 1 an et plus;;;9,6;11,2;13,4;16,5;19,6;12,6;407;475;576;737;984;648;51;2618;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;;2. 1 an et plus;;Appart 1P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;;;2. 1 an et plus;;Appart 2P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;;;2. 1 an et plus;;Appart 3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;;;2. 1 an et plus;;Appart 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;;1. Moins de 1 an;;;;10,6;12,5;14,6;17,7;21,1;13,8;420;473;579;771;1030;662;48;1136;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;1. Moins de 1 an;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;1. Moins de 1 an;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;1. Moins de 1 an;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;1. Moins de 1 an;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;2. 1 an et plus;;;;9,6;11,2;13,4;16,5;19,6;12,6;407;475;576;737;984;648;51;2618;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;2. 1 an et plus;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;2. 1 an et plus;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;2. 1 an et plus;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;;2. 1 an et plus;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;1. Avant 1946;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;1. Avant 1946;;;;Appart 1P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;1. Avant 1946;;;;Appart 2P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;1. Avant 1946;;;;Appart 3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;1. Avant 1946;;;;Appart 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;1. Avant 1946;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;1. Avant 1946;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;2. Entre 1946-1970;;;;Appart 1P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;2. Entre 1946-1970;;;;Appart 2P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;2. Entre 1946-1970;;;;Appart 3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;2. Entre 1946-1970;;;;Appart 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;2. Entre 1946-1970;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;3. Entre 1971-1990;;;;Appart 1P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;3. Entre 1971-1990;;;;Appart 2P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;3. Entre 1971-1990;;;;Appart 3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;3. Entre 1971-1990;;;;Appart 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;3. Entre 1971-1990;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;3. Entre 1971-1990;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;4. Entre 1991-2005;;;;Appart 1P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;4. Entre 1991-2005;;;;Appart 2P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;4. Entre 1991-2005;;;;Appart 3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;4. Entre 1991-2005;;;;Appart 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;4. Entre 1991-2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;4. Entre 1991-2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;5. Après 2005;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;;5. Après 2005;;;;Appart 1P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;5. Après 2005;;;;Appart 2P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;5. Après 2005;;;;Appart 3P;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;5. Après 2005;;;;Appart 4P+;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;5. Après 2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;;5. Après 2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;1. Avant 1946;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;1. Avant 1946;;;;Appart 1P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;1. Avant 1946;;;;Appart 2P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;1. Avant 1946;;;;Appart 3P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;1. Avant 1946;;;;Appart 4P+;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;1. Avant 1946;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;1. Avant 1946;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;2. Entre 1946-1970;;;;Appart 1P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;2. Entre 1946-1970;;;;Appart 2P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;2. Entre 1946-1970;;;;Appart 3P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;2. Entre 1946-1970;;;;Appart 4P+;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;2. Entre 1946-1970;;2. 1 an et plus;;;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;Appartement;3. Entre 1971-1990;;;;Appart 1P;;;;;;;;;;;;;;;;;
B3300;2021;L3300;L3300.1.01;;Appartement;3. Entre 1971-1990;;;;Appart 2P;;;;;;;;;;;;;;;;;
